mol_canonical_id,mol_id,mol_name,smiles
MOL_03ce8d83601c,Target_lig_569,disulfide_der_7,N([C@H](C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCN)CSSC[C@H](NC(=O)c1c(nc2c(c1)C(=O)[C@@H]1[C@@H](C2=O)C=CC=C1)CC)C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCN)C(=O)c1c2c(nc(c1)CC)C(=O)[C@@H]1[C@H](C2=O)C=CC=C1
MOL_16fa0f99ec4d,Target_lig_689,Benzimidazole 10,C[NH+](C)CCCOC1=CC=C2N=C3NCC(C[NH+](C)C)CN3C2=C1
MOL_054f3b629802,Target_lig_474,Phenothiazine 1,C1(=O)N(C(=O)c2c([C@H]1C)ncn2C[C@H](O)N(C)C)C
MOL_89884839354f,Target_lig_522,butanamide derivative_1,C(CNC(=O)CCCOc1cccc(c1)c1nc2c([nH]1)cc(cc2)c1nc2ccc(cc2[nH]1)N1CCN(C)CC1)n1cc(CN(CC(=O)N)C(=O)CN(CCC)C(=O)CN(CCC)C(=O)CN(C(=O)CN(C(=O)CN(Cc2nnn(c2)CCNC(=O)CCCOc2cccc(c2)c2nc3c([nH]2)cc(cc3)c2nc3ccc(cc3[nH]2)N2CCN(C)CC2)C)CCC)CCC)nn1
MOL_b9e9af928bee,Target_lig_153,Neocarzinostatin_chromophore_derivative_6,c12c(cc(cc1)OC)[C@@]1(C(=O)C=C2)C=C[C@H]2[C@H]1c1c([C@@H]2O[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)C)O)O)NC)cc2c(c1)cccc2
MOL_669fb254cd45,Target_lig_560,L_Adenosine,C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)N
MOL_03aa4fc93ec6,Target_lig_221,N_N_dimethyl_amiloride,CN(C)C1=NC(=C(N=C1Cl)C(=O)N=C(N)N)N
MOL_853eae0d7fc6,Target_lig_774,2-DOS-6c,O=C(Cc1nnn(c1)COC1C(N)CC(C(C1O)O)N)Nc1cccc(c1)c1csc(n1)NC(=O)C
MOL_d9859c7903b7,Target_lig_524,pentanamide derivative_2,[C@H]1([C@@H]([C@H]([C@H](O[C@@H]1CNC(=O)CCCCc1nnn(CCCN(CC(=O)N(CC(=O)N(CC(=O)N(CC(=O)N)CCCn2nnc(c2)CCCCC(=O)NC[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)O[C@@H]2[C@@H]([C@@H]([C@H](C[C@H]2N)N)O[C@@H]2O[C@@H]([C@H]([C@H]([C@H]2O)N)O)CO)O)O)O)O)CCC)CCC)C)c1)O[C@@H]1[C@H]([C@@H]([C@H](C[C@@H]1N)N)O[C@H]1O[C@H]([C@@H]([C@@H]([C@@H]1O)N)O)CO)O)O)O)O
MOL_de8493086d19,Target_lig_1000,Compound 3bb,NCCCCC(C(=O)OCO[C@H]1C[C@@H](O[C@@H]1COCOC(=O)C(CCCCN)N)C(=O)Nc1cccc(c1)c1csc(n1)NC(=O)C)N
MOL_6327fc0d0e2a,Target_lig_388,Acyclic DOS mimic 2_naphthyl substituent,C(O[C@@H](CO[C@@H]1O[C@H]([C@@H](O)[C@H](O)[C@H]1N)CN)CN)c1cc2ccccc2cc1
MOL_d2a88b088003,Target_lig_495,guanidinoneomycin_B,[C@@H]1([C@H]([C@H]([C@H](O[C@@H]1CNC(=N)N)O[C@@H]1[C@@H]([C@@H]([C@H](C[C@H]1NC(=N)N)NC(=N)N)O)O[C@H]1[C@@H]([C@H]([C@@H](O1)CO)O[C@H]1O[C@H]([C@H]([C@@H]([C@@H]1NC(=N)N)O)O)CNC(=N)N)O)NC(=N)N)O)O
MOL_c6cc5752ad7d,Target_lig_353,Bifunctional_aminoglycoside_derivative_1,[C@H]1([C@@H]([C@@H]([C@@H](O[C@@H]1CN)O[C@@H]1[C@@H]([C@@H]([C@@H](C[C@@H]1N)N)O)OCC(=O)NCCCCCNC(=O)CO[C@@H]1[C@@H]([C@H](C[C@@H]([C@H]1O)N)N)O[C@H]1[C@H]([C@H]([C@H]([C@@H](O1)CN)O)O)N)N)O)O
MOL_37fa7aa4bc80,Target_lig_283,Perazidoparomomycin derivative 10,[C@H]1([C@H]([C@H]([C@H](O[C@@H]1CNCCc1ccccc1)O[C@H]1[C@@H]([C@H]([C@H](C[C@H]1N)N)O)O[C@H]1O[C@@H]([C@@H]([C@@H]1O)O[C@H]1CO[C@@H]([C@@H]([C@H]1O)O)CN)CO)N)O)O
MOL_56be79c3d4b8,Target_lig_1072,Hit S6,CC1=CC(=NC(=N1)N)N2CCN(CC2)C(=O)CCC3=NN4CCNCC4=C3
MOL_fe01bfff049e,Target_lig_661,DCC 7 (2017),CCC1=C(C=C2C=C3C=CC=CC3=CC2=N1)C(=O)N(C)[C@@H](CCN1C=C(C[C@H](N(C)C(=O)C2=C(CC)N=C3C=C4C=CC=CC4=CC3=C2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC2=CC=CC=C2)C(=O)NCCC[NH3+])N=N1)C(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC[NH3+]
MOL_d1fb09870177,Target_lig_1069,Hit S3,C1CN2CCC1C(C2)NCC3=C(N=CC=C3)OC4=CC(=C(C=C4)F)F
MOL_15b28e15e685,Target_lig_509,"DL-TRANS-2,6-DIAMINO-4-HEXENOIC ACID",C(/C=C/C[NH3+])C(C(=O)[O-])[NH3+]
MOL_8f8fd3770f01,Target_lig_298,Perazidoparomomycin derivative 27,[C@@H]1([C@H]([C@H]([C@H](O[C@@H]1CNCC[C@H]1NCCCC1)O[C@H]1[C@@H]([C@H]([C@H](C[C@H]1N)N)O)O[C@@H]1O[C@@H]([C@H]([C@@H]1O)O[C@@H]1CO[C@@H]([C@@H]([C@H]1O)O)CN)CO)N)O)O
MOL_23dcc7d6c968,Target_lig_1061,NRAS SAR 14,CC1=CC(=CC=C1)C2=NN=C(O2)C3=NC4=CC=CC=C4C(=N3)NCCC5=C(ON=C5C)C
MOL_943fa2315704,Target_lig_205,"N,N-dimethyl-3-(3-methyl-10H-phenothiazin-10-yl)propan-1-amine",CN(CCCN1C2=CC=CC=C2SC=2C=C(C=CC12)C)C
MOL_ec7c433f4e3d,Target_lig_648,Acridine 9,NC1=NC(NCCCCNC2=C3C=CC=C(C(=O)NCCC[NH2+]CCC[NH2+]CCCNC(=O)C4=C5[NH+]=C6C=CC=CC6=C(NCCCCNC6=NC(N)=[NH+]C(N)=N6)C5=CC=C4)C3=[NH+]C3=CC=CC=C23)=[NH+]C(N)=N1
MOL_ccd80b5b7ca1,Target_lig_1164,cltc,CN(C1C(=O)C(=C(C2(C1CC1C(=C(O)c3c(C1(C)O)c(Cl)ccc3O)C2=O)O)O)C(=O)N)C
MOL_5d42051277cc,Target_lig_868,SMN2_compound_10,C1CN(CCN1)C2=CC3=C(C=C2)C=C(C(=O)O3)C4=CN5C=CC=CC5=N4
MOL_06110216a04e,Target_lig_744,Carbazole_analog_22,OC(Cn1c2cc(Br)ccc2c2c1cc(Br)cc2)CNc1ccccc1C
MOL_282403880723,Target_lig_1123,"2,4,6-triamino-1,3,5-triazine",Nc1nc(N)nc(n1)N
MOL_3ae78a4b1f29,Target_lig_376,Paromomycin_mol derivative 1 16S A-site RNA,C1[C@@H]([C@@H]([C@H]([C@@H]([C@@H]1N)O[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1N)O)O)CO)O[C@@H]1[C@H]([C@H]([C@H](O1)CO)O[C@H]1O[C@@H]([C@@H]([C@H]([C@@H]1N)O)O)CN)OCCN)O)N
MOL_bff12b267379,Target_lig_436,benzimidazole_analog_rRNA_20,C1CNCCC1C2=NC3=CC=CC=C3N2
MOL_56de1002ecbe,Target_lig_262,Aminoglycoside derivative 13,[C@H]1([C@H]([C@@H]([C@H](O[C@H]1CO)O[C@@H]1[C@H]([C@@H]([C@H](C[C@H]1N)N)O)O[C@H]1OC[C@H]([C@@H]1OCCNC1CCCCC1)O[C@H]1[C@@H]([C@H](C[C@H](O1)CN)O)N)N)O)O
MOL_1bd6d07d0ddd,Target_lig_166,2-aminopurine,C1=C2C(=NC(=N1)N)N=CN2
MOL_64697bcf793e,Target_lig_1059,NRAS SAR 10,CC1=CC(=CC=C1)C2=NN=C(O2)C3=NC4=CC=CC=C4C(=N3)NCCC5=CN=CN5
MOL_f2144cf0ae52,Target_lig_374,Neamine mimic_8,[C@H]1([C@@H]([C@@H]([C@H](O[C@H]1CN)O[C@@H]1[C@@H]([C@@H]([C@H](O[C@@H]1CN)OC)N)O[C@H]1[C@H]([C@H]([C@@H](O1)CO)O)O)N)O)O
MOL_cb1f03970b8c,Target_lig_739,Carbazole_analog_17,C1=CC=C(C=C1)NCC(CN2C3=CC=CC=C3C4=CC=CC=C42)O
MOL_8b36b09051ae,Target_lig_255,Aminoglycoside derivative 4,[C@@H]1([C@@H]([C@H]([C@H](O[C@@H]1CO)O[C@H]1[C@@H]([C@H]([C@H](C[C@H]1N)N)O)O[C@@H]1OC[C@@H]([C@H]1OCCNCCN)O[C@@H]1[C@H]([C@@H](C[C@@H](O1)CN)O)N)N)O)O
MOL_39df8b04012d,Target_lig_297,Perazidoparomomycin derivative 26,[C@@H]1([C@H]([C@H]([C@H](O[C@@H]1CNCC[C@H]1CCCNC1)O[C@H]1[C@@H]([C@H]([C@H](C[C@H]1N)N)O)O[C@H]1O[C@@H]([C@@H]([C@@H]1O)O[C@H]1CO[C@@H]([C@@H]([C@H]1O)O)CN)CO)N)O)O
MOL_9817d83fd023,Target_lig_1071,Hit S5,C1CN(CCC1N2CCC(CC2)O)C3=NC=NC(=C3)CCN
MOL_5ab9dfbbc0c5,Target_lig_476,Phenothiazine 3,C1=CC2=C(C=C1N=C=S)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O
MOL_108f632b11e9,Target_lig_219,benzyl_phenothiazin_der,C1=CC=C(C=C1)CNCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
MOL_f7c8d7bc05e5,Target_lig_1235,N6-1-Iminoethyl-L-lysine,CC(=[NH+]CCCC[C@@H](C(=O)[O-])[NH3+])N
MOL_b141760a5a8e,Target_lig_670,Methylquinolinium 15,C[N+]1=C(C=CC2=CC=CC=C21)/C=C/C3=CC4=CC=CC=C4N3
MOL_8e7318094284,Target_lig_129,dihydroquinoline-3-carboxamide_derivative,O=C(NCCN1CCCCC1)c1c(O)c2C=C=C=Cc2[nH]c1=O
MOL_87c59b1dc215,Target_lig_196,methoxypiperidin_butyl_der,CO[C@H]1CCCN(C1)CCCCN1c2cc(ccc2Sc2c1cccc2)C(=O)C
MOL_62f90de310d5,Target_lig_692,Isis-22,C[NH+](C)CC1CC2=C3N4CC(C[NH+](C)C)CNC4=[NH+]C3=CC=C2O1
MOL_4818da0b70f5,Target_lig_85,"5,6-dimethyl-1H-1,3-benzodiazol-2-amine",CC1=CC2=C(C=C1C)N=C(N2)N
MOL_6668fc301467,Target_lig_422,benzimidazole_analog_rRNA_5,C1=CC2=C(C=C1[N+](=O)[O-])NC(=N2)C3=CC=NC=C3
MOL_66e100978ca1,Target_lig_191,Wm5,CN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C4=CC=CC=N4)N)C(=O)O
MOL_c610a68c8cf2,Target_lig_274,Aminoglycoside derivative 33,[C@H]1([C@H]([C@@H]([C@H](O[C@H]1CO)O[C@H]1[C@@H]([C@@H]([C@H](C[C@H]1N)N)O)O[C@@H]1OC[C@@H]([C@H]1OCCN)O[C@@H]1[C@H]([C@@H](C[C@@H](O1)CN)O)NCCc1cc2c(cc1)cccc2)N)O)O
MOL_b9d7c0228f78,Target_lig_313,Retapamulin,CC1CCC23CCC(=O)C2C1(C(CC(C(C3C)O)(C)C=C)OC(=O)CSC4CC5CCC(C4)N5C)C
MOL_bf49725fe225,Target_lig_750,Regorafenib,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F
MOL_93fda64524d0,Target_lig_94,methylpyridine_der_3,CC1=CC(=NC=C1)NCCCN
MOL_b46fbc1fe478,Target_lig_369,Neamine mimic_3,[C@@H]1([C@H]([C@H]([C@H](O[C@@H]1CN)O[C@H]1[C@H]([C@@H]([C@H](O[C@H]1CO)OC)N)O)N)O)O
MOL_446ec1522627,Target_lig_1209,Neamine_derivative_29,N[C@@H]1C[C@H](N)[C@H]([C@@H]([C@H]1OCn1ccc(n1)C(F)(F)F)O)O
MOL_0e0da2cf4409,Target_lig_1041,B10,C1CC2=C(CC1C(=O)O)C(=NC(=N2)NCC3=CC=CC=C3)NCC4=CC=CC=C4
MOL_857957e18c4e,Target_lig_691,Benzimidazole 12,C[NH+](C)CCCN1C(N)=[NH+]C2=CC=C3OCC(C[NH+](C)C)CC3=C12
MOL_96d4914f1f0e,Target_lig_215,2-chloro-10-[2-(2-methylpyrrolidin-1-yl)ethyl]_phenothiazine_der,c1cccc2Sc3ccc(cc3N(c12)CCN1CCC[C@@H]1C)Cl
MOL_3fe615d5d545,Target_lig_372,Neamine mimic_6,[C@H]1([C@H]([C@@H]([C@H](O[C@H]1CN)O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1CN)OC)N)O)N)O)O
MOL_e05cb68ce51e,Target_lig_299,Benzoyl paromomycin derivative,[C@H]1([C@H]([C@@H]([C@H](C[C@@H]1CO)O[C@@H]1[C@@H]([C@H]([C@@H](C[C@@H]1N)N)O)O[C@@H]1O[C@@H]([C@H]([C@H]1OCCN(CCc1ccccc1)C(=O)c1ccccc1)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)N)O)O)N)CO)N)O)O
MOL_a8f74e8c72c2,Target_lig_287,Perazidoparomomycin derivative 14,[C@@H]1([C@@H]([C@H]([C@H](O[C@H]1CNCCc1c(cccc1)OC)O[C@H]1[C@@H]([C@H]([C@H](C[C@H]1N)N)O)O[C@H]1O[C@@H]([C@H]([C@@H]1O)O[C@@H]1CO[C@@H]([C@@H]([C@H]1O)O)CN)CO)N)O)O
MOL_3aaa42fc5e98,Target_lig_380,Heterocyclic paromomycin derivative 2,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)OCN2C=CN=C2)O)O)N
MOL_5635ae9045e1,Target_lig_213,2-chloro-10-pyrrolidin_phenothiazine_der,c1cccc2Sc3ccc(cc3N(c12)CCCNCCCCC)Cl
MOL_adef0d9f05fe,Target_lig_460,benzimidazole_analog_rRNA_44,c1(c(cc2c(c1)nc(n2Cc1ncccn1)C1CCNCC1)Cl)Cl
MOL_e55b7bc97987,Target_lig_384,Quinolinyl_DOS_paromomycin_der_1,C1[C@@H](N)[C@H](O)[C@H]([C@@H]([C@H]1N)OCSc1ccnc2c1ccc(c2)C(F)(F)F)O[C@@H]1O[C@@H]([C@H]([C@H]1O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)CN)O)O)N)CO
MOL_fbefdda5e191,Target_lig_1143,Benzimidazole12,CN(CCCn1c(N)nc2c1c1CC(COc1cc2)CN(C)C)C
MOL_8a7ea8a708a1,Target_lig_284,Perazidoparomomycin derivative 11,[C@@H]1([C@@H]([C@H]([C@H](O[C@H]1CN(CCc1ccccc1)C)O[C@H]1[C@@H]([C@H]([C@H](C[C@H]1N)N)O)O[C@@H]1O[C@@H]([C@@H]([C@H]1O)O[C@H]1CO[C@@H]([C@@H]([C@H]1O)O)CN)CO)N)O)O
MOL_ee9618186c0e,Target_lig_363,Neamine derivative_4,[C@@H]1([C@@H]([C@H]([C@H](O[C@H]1CN)O[C@@H]1[C@@H]([C@H]([C@@H](C[C@H]1N)N)OCCNCCCN)O)N)O)O
MOL_27d5769e11eb,Target_lig_130,N-(isochroman-1-ylmethyl)-3-(piperidin-1-yl)propan-1-amine,C1CCN(CC1)CCCNCC2C3=CC=CC=C3CCO2
MOL_22c70de5019d,Target_lig_1176,Virginiamycin S,CCC1C(=O)N2CCCC2C(=O)N(C(C(=O)N3CCC(=O)CC3C(=O)NC(C(=O)OC(C(C(=O)N1)NC(=O)C4=C(C=CC=N4)O)C)C5=CC=CC=C5)CC6=CC=CC=C6)C
MOL_27c95752d633,Target_lig_777,PA-3,NCCCCN/C(=C/1\C(=O)C=C2C(C1=O)(C)c1c(O)c(C)c(c(c1O2)C(=O)C)O)/C
MOL_4584617ed666,Target_lig_1073,Hit S7,CC(CCC1=CC=CO1)NC2CCC3(CC2)CCNCC3
MOL_97ca86f2381b,Target_lig_98,methylpyridine_der_7,C1=CC=NC(=C1)NCCN
MOL_bb56f57a4109,Target_lig_232,Clarithromycin,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
MOL_ec967f08336e,Target_lig_953,Pentamidine,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N
MOL_77b49cde855d,Target_lig_24,quinoline_der,CN(C)CCNC1=CC(=NC2=CC=CC=C21)C3=CC=CC=C3
MOL_0291e0353968,Target_lig_735,Aniline_analog_11,C1=CC(=CC(=C1)Cl)NCC(CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)O
MOL_50a870b64a62,Target_lig_136,"pyran-3,4-diol_derivative",NC[C@H]1O[C@H](O[C@H]2[C@H](CO)O[C@H](O[C@H]3[C@H]([C@H](N)C[C@H]([C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3N)N)O)[C@H]2O)[C@@H](N)[C@H](O)[C@@H]1O
MOL_0423da1ab3ba,Target_lig_1076,Hit S11,CC(C)OC(=O)C1=CC=C(C=C1)NC2=NC3=CC=CC=C3C4=NN=CN42
MOL_2f1f228cb51b,Target_lig_582,NSC657704,C1=CC=C(C(=C1)/C=C\2/C(=O)N(C(=O)N2)/C=C\3/C(=O)C4=CC=CC=C4OC3=O)O
MOL_4aea3ccad49b,Target_lig_679,D6,C1=CC(=CC=C1C(=O)OC2=CC=C(C=C2)[NH+]=C(N)N)[NH+]=C(N)N
MOL_147511500073,Target_lig_995,Compound C2,CN1CCN(CC1)c1cc(Nc2nccc(c2)Nc2ccc3c(n2)cccc3)nc(n1)C
MOL_c5b2b85d0370,Target_lig_1064,NRAS SAR 18,CC1=CC=C(C=C1)C2=NN=C(O2)C3=NC4=CC=CC=C4C(=N3)NCCC5=CC=C(C=C5)S(=O)(=O)N
MOL_f1693b82102d,Target_lig_101,N-methylquinolin-2-amine,CNC1=NC2=CC=CC=C2C=C1
MOL_902196bc6d71,Target_lig_108,3-(1H-benzo[d]imidazol-2-yl)-6-ethyl-7-hydroxy-8-(morpholinomethyl)-4H-chromen-4-one,CCC1=CC2=C(C(=C1O)CN3CCOCC3)OC=C(C2=O)C4=NC5=CC=CC=C5N4
MOL_cb75f06cd698,Target_lig_647,Acridine 5,NC1=NC(N)=[NH+]C(NCCCCNC2=C3C=CC=CC3=[NH+]C3=C(C=CC=C23)C(=O)NCCN(CC[NH3+])CC[NH3+])=N1
MOL_bc7704e751e6,Target_lig_265,Aminoglycoside derivative 16,[C@H]1([C@@H]([C@H]([C@@H](O[C@H]1CO)O[C@H]1[C@@H]([C@H]([C@@H](C[C@@H]1N)N)O)O[C@@H]1OC[C@@H]([C@H]1OCCNCc1ccccc1)O[C@@H]1[C@H]([C@@H](C[C@@H](O1)CN)O)N)N)O)O
MOL_e2966da258c0,Target_lig_1050,AIZA analog 12,NC(=O)c1ncn(c1N)c1ccccn1
MOL_035a3cdbd09c,Target_lig_452,benzimidazole_analog_rRNA_36,C1CNCCC1C2=NC3=CC(=C(C=C3N2CC4=CN=CC=C4)Cl)Cl
MOL_862e46d84a0e,Target_lig_310,Nosiheptide,CC=C1C2=NC(=CS2)C(=O)NC3CC(C(=O)OCC4=C5C(=C(C(=O)SCC(C6=NC(=CS6)C7=NC(=C(C=C7C8=NC(=CS8)C(=O)NC(C(=O)N1)C(C)O)O)C9=NC(=CS9)C(=O)NC(=C)C(=O)N)NC(=O)C1=CSC3=N1)NC5=CC=C4)C)O
MOL_91ac79211833,Target_lig_1279,SMB4,CCCN(C(=O)CN(C(=O)NCc1nnn(c1)CCCCC(=O)CCCOc1c(cc(cc1C(C)(C)C)c1nc2c([nH]1)ccc(c2)c1ccc(cc1)N1CCN(CC1)C)C(C)(C)C)CCC)CC(=O)N(CC(=O)N(Cc1nnn(c1)CCCCC(=O)CCCOc1c(cc(cc1C(C)(C)C)c1nc2c([nH]1)ccc(c2)c1ccc(cc1)N1CCN(CC1)C)C(C)(C)C)CC(=O)N)CCC
MOL_f8d8c29a3bab,Target_lig_815,RGB-1,O=c1n2Cc3nc4scc(c4c(=O)n3Cc2nc2c1c(cs2)c1ccoc1)c1ccco1
MOL_3c9c15f45152,Target_lig_1052,NRAS compound 1,C1CCN(CC1)C1CCN(CC1)CCCCNc1nc(nc2c1cccc2)c1nnc(o1)c1ccccc1
MOL_242bad88fad9,Target_lig_1167,cmt5,NNC1=C2C(=O)C3(O)C(CC2C(c2c1c(O)ccc2)(C)O)CC(=O)C(=C3O)C(=O)N
MOL_3bd95c09de7a,Target_lig_556,D-uridine,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
MOL_ba42571183db,Target_lig_698,S-Amino acid conjugate 1b,CC(=O)NC1=NC(=CS1)C1=CC(NC(=O)[C@@H]([NH3+])CCCC[NH3+])=CC=C1
MOL_8890b1b127fa,Target_lig_296,Perazidoparomomycin derivative 23,[C@H]1([C@H]([C@@H]([C@H](O[C@@H]1CCN1C[C@@H]2[C@H](C1)CCCC2)O[C@H]1[C@@H]([C@H]([C@H](C[C@H]1N)N)O)O[C@H]1O[C@@H]([C@H]([C@@H]1O)O[C@@H]1CO[C@@H]([C@@H]([C@H]1O)O)CN)CO)N)O)O
MOL_aa8cf32d39d8,Target_lig_637,2HE-5NMe,C[C@H](N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)C[NH2+]CCCN1C=C(C[N+]2=CC3=C(C)C4=C(NC5=C4C=C(O)C=C5)C(C)=C3C=C2)N=N1)C(=O)N(CCCN1C=C(C[N+]2=CC3=C(C)C4=C(NC5=C4C=C(O)C=C5)C(C)=C3C=C2)N=N1)CC(N)=O
MOL_93a6cb911ab6,Target_lig_247,Evernimicin,CC1C(C(CC(O1)OC2C(OC3(CC2O)OC4C(OC(C(C4(O3)C)O)OC5C(C(OC(C5OC)C)OC6C(OC(C(C6O)OC)OC7C(C8C(CO7)OC9(O8)C1C(C(CO9)OC(=O)C2=C(C=C(C=C2C)O)O)OCO1)O)COC)O)C)C)OC1CC(C(C(O1)C)OC)(C)[N+](=O)[O-])OC(=O)C1=C(C(=C(C(=C1OC)Cl)O)Cl)C
MOL_dbeed2a62ddd,Target_lig_867,SMN2_compound_9,CN1CCN(CC1)c1ccc2c(c1)oc(=O)c(c2C)c1ccc(cc1)Cl
MOL_bc3e515dc228,Target_lig_167,"2,4,6-triaminopyrimidine",C1=C(N=C(N=C1N)N)N
MOL_2dbb8c9c8f5f,Target_lig_185,Rbt418,C1=CC=C2C(=C1)C=C(O2)C3=CC(=C(C=C3)OCCN=C(N)N)CNCCCCN=C(N)N
MOL_c29d48c8aab8,Target_lig_354,Bifunctional_aminoglycoside_derivative_2,[C@H]1([C@@H]([C@@H]([C@@H](O[C@H]1CN)O[C@H]1[C@H]([C@H]([C@H](C[C@@H]1N)N)O)OC[C@@H](CN(CCCCN(C[C@@H](CO[C@H]1[C@@H]([C@H](C[C@H]([C@@H]1O)N)N)O[C@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)CN)O)O)N)O)C)C)O)N)O)O
MOL_de9a6df48395,Target_lig_236,Tiamulin,CCN(CC)CCSCC(=O)OC1CC(C(C(C23CCC(C1(C2C(=O)CC3)C)C)C)O)(C)C=C
MOL_aae2e2f440ee,Target_lig_1229,Dicarba_derivative_8,C=CC[C@@H](C(=O)N1CCCC1C(=O)NC(C(=O)NCCCN)Cc1ccccc1)NC(=O)c1cc2ccccc2nc1CC
MOL_49cf8d3062c4,Target_lig_513,hexanamide derivative_3,CCC1=NC2=CC=CC=C2C=C1C(=O)N3CCC[C@H]3C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)NCCCN)NC(=O)[C@@H]4CCCN4C(=O)C5=CC6=CC=CC=C6N=C5CC)C(=O)N[C@@H](CCCCN)C(=O)NCCCN
MOL_dbb1f4245aa2,Target_lig_1141,Benzimidazole10,CN(CCCOc1ccc2c(c1)n1CC(CNc1n2)CN(C)C)C
MOL_2ca5c3896899,Target_lig_523,pentanamide derivative_1,[C@@H]1([C@@H]([C@H]([C@H](O[C@@H]1CNC(=O)CCCC)O[C@@H]1[C@@H]([C@H]([C@H](C[C@@H]1N)N)O[C@@H]1O[C@H]([C@@H]([C@H]([C@H]1O)N)O)CO)O)O)O)O
MOL_f2c3f9c61f67,Target_lig_507,AEC,CCC1CC1(C(=O)O)N
MOL_bf34b5707a72,Target_lig_1019,DMA-135,CN(C)C1=C(N=C(C(=N1)N)C(=O)[NH+]=C(N)N)C#CC2=CC=CC=C2
MOL_4e2ebcffd678,Target_lig_377,Paromomycin_mol derivative 2 16S A-site RNA,C1[C@@H]([C@@H]([C@H]([C@H]([C@@H]1N)O[C@@H]1O[C@H]([C@@H]([C@@H]([C@@H]1N)O)O)CO)O[C@@H]1[C@H]([C@H]([C@H](O1)CO)O[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1N)O)O)CN)OCCCN)O)N
MOL_11653e41e429,Target_lig_1242,"Compound (4S,5R)-2",O=C(Nc1ccc(cc1)C(=O)C)OCC1OC(=O)N[C@H]1CN1CCN(CC1)c1ccccc1
MOL_1b1edf065e22,Target_lig_1146,Rokitamycin,CCCC(=O)OC1C(OC(CC1(C)OC(=O)CC)OC2C(OC(C(C2N(C)C)O)OC3C(CC(C(C=CC=CCC(OC(=O)CC(C3OC)O)C)O)C)CC=O)C)C
MOL_8d4229ff2b12,Target_lig_445,benzimidazole_analog_rRNA_29,C1CNCCC1C2=NC3=CC(=C(C=C3N2CC4=CC=C(C=C4)[N+](=O)[O-])Cl)Cl
MOL_b9f95fd55e74,Target_lig_294,Perazidoparomomycin derivative 21,[C@H]1([C@H]([C@H]([C@H](O[C@H]1CNCCc1cc(ccc1)C(F)(F)F)O[C@H]1[C@@H]([C@H]([C@H](C[C@H]1N)N)O)O[C@@H]1O[C@@H]([C@@H]([C@@H]1O)O[C@H]1CO[C@@H]([C@H]([C@H]1O)O)CN)CO)N)O)O
MOL_4836bd2f51ae,Target_lig_1025,SMC2,CCCN(C(=O)N(Cc1nnn(c1)CCCCC(=O)CCCOc1c(cc(cc1C(C)(C)C)c1nc2c([nH]1)ccc(c2)N1CCN(CC1)C)C(C)(C)C)CCOCCOCCOP(=O)(OC1C(O)C(OC1n1cnc2c1ncnc2N)COP(=O)(OC1C(O)C(OC1n1cnc2c1ncnc2N)COP(=O)(OC1C(O)C(OC1n1cnc2c1ncnc2N)COP(=O)(OC1C(O)C(OC1n1cnc2c1ncnc2N)COP(=O)(O)O)O)O)O)O)CC(=O)N(C(=O)CCCOc1ccc(cc1)c1nc2c([nH]1)ccc(c2)N1CCN(CC1)C)CCC
MOL_023377d95af1,Target_lig_994,Compound C1,C1=CC(=CC(=C1)C2=NC3=C(N2)C=C(C=C3)N)C4=NC5=C(N4)C=C(C=C5)N
